Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_usd,sector
24/07/2018,kidovators,"Ed Tech","Skill Learning Platform",Bangalore,"Gray Matters","Seed Funding",180000,Education
24/07/2018,Digit,"Consumer Internet","Online Insurance Startup",Pune,Fairfax,Equity,45000000,Other
25/07/2018,BlackSoil,Finance,"Non Banking Financial Company",Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Equity,17000000,Finance
25/07/2018,Trell,"Consumer Internet","Mobile First Video Blogging App",Bangalore,"BeeNext , WEH Ventures and Sprout Ventures","Seed Funding",1250000,Other
25/07/2018,iqlect,Technology,"Data Analytics Firm",Bangalore,"Ventureast and Exfinity","Seed Funding",2500000,Technology
26/07/2018,Entropik,IT,"Software As A Service Platform",Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others","Seed Funding",1100000,Technology
26/07/2018,TheCapitalNet,"Fin Tech","Unified Global Investments Ecosystem",Hyderabad,"Lindwall Family Investments LLC (LFI)",Equity,500000,Finance
30/07/2018,Shuttl,"Consumer Internet","Bus Aggregation Platform",Gurugram,"Amazon Alexa Fund & Dentsu Ventures",Equity,11000000,Other
30/07/2018,CureFit,"Consumer Internet","Health and fitness Platform",Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Equity,120000000,Other
31/07/2018,FiveStarGroup,"Fin Tech","Non Bank Lending Platform For SME",Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Equity,100000000,Finance
31/07/2018,Healthsignz,Healthcare,"Health and Well being Platform",Hyderabad,"Kantilal Patel","Seed Funding",5000000,Healthcare
01/06/2018,CoinTribe,Finance,"Credit Based Lending Marketplace For Small And Medium Enterprises",Gurugram,"Sabre Partners, Puneet Dalmia & Others",Equity,10000000,Finance
04/06/2018,Digiconectt,Technology,"Sales Analytics and Enablement Platform",Bangalore,"Aspire Logistics LLC","Seed Funding",125000,Technology
07/06/2018,AnnapurnaFinance,Finance,"Non Banking Financial Company",Bhubaneswar,"Oman India Joint Investment Fund (OIJIF)",Equity,23000000,Finance
07/06/2018,Meesho,"Consumer Internet","Online Marketplace For Resellers",Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Equity,11500000,Other
10/06/2018,AyeFinance,Finance,"Online Lending Platform",Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Equity,21500000,Finance
12/06/2018,AlphaCapital,Finance,"Supplychain Finance",Mumbai,"Alpha Capital",Equity,14800000,Finance
12/06/2018,eshakti,"E Commerce","Fashion e tailer",Chennai,"Paragon Partners",Equity,10100000,E-Commerce
12/06/2018,DailyNinja,"Consumer Internet","Hyperlocal Delivery Platform",Bangalore,"Saama Capital and Sequoia Capital","Seed Funding",3000000,Other
13/06/2018,NirogStreet,Healthcare,"An Online Platform That Connects Ayurveda Doctors With Patients",Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar","Seed Funding",300000,Healthcare
13/06/2018,Nivesh,Finance,"Mass Market Mutual Fund Investment Platform",Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George","Seed Funding",450000,Finance
14/06/2018,HomeLane,"Consumer Internet","Online Home Furnishing Solutions",Bangalore,"Brand Capital","Seed Funding",3450000,Other
14/06/2018,NetworkIntelligence,Technology,"Cybersecurity Specialist",Mumbai,"Helix Investments",Equity,4800000,Technology
18/06/2018,TynorOthontics,Healthcare,"Prosthetics Manufacturers",Chandigarh,"Lighthouse Funds & Thuasne Participations",Equity,21000000,Healthcare
18/06/2018,Elucidata,IT,"Data Analytics (SaaS)","Delhi & Cambridge","Hyperplane Venture Capital and several angel investors","Seed Funding",1700000,Technology
19/06/2018,RentSher,"Consumer Internet","Online Rental Marketplace",Bangalore,"Shorooq Investments, LetsVenture & Others","Seed Funding",1100000,Other
20/06/2018,Dripcapital,Finance,"Trade Finance Firm",Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Equity,15000000,Finance
22/06/2018,WickedRide,"Consumer Internet","Online Motorbike And Scooter Rental Platforms",Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Equity,9100000,Other
25/06/2018,PolicyBazaar,"Consumer Internet","Online Insurance Selling Platform",Gurugram,"SoftBank Vision Fund & Info Edge (India) Ltd",Equity,200000000,Other
25/06/2018,HipBar,"Consumer Internet","Digital Payment Platform For Beverage Delivery",Bangalore,"Diageo India",Equity,4000000,Other
25/06/2018,Sqqrl,Finance,"App based investment platform",Gurugram,"Equanimity Venture Fund","Seed Funding",1000000,Finance
26/06/2018,Paytm,Technology,"Digital Payment Platform",Noida,"One 97 Communications",Equity,8950000,Technology
26/06/2018,Sigtuple,Healthcare,"Data Driven Intelligence Solutions Platform",Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Equity,19000000,Healthcare
27/06/2018,WowExpress,Technology,"E commerce Logistics Platform",Mumbai,"Undisclosed Existing Investors As Well As The Tamarind Family Trust",Equity,4500000,Technology
28/06/2018,FrontDeskAI,Technology,"An AI Platform Offering Automated Customer Service Software",Bangalore,"Speciale Invest & Others","Seed Funding",1100000,Technology
28/06/2018,Edureka,"Ed Tech","Online Education Platform",Bangalore,"Leo Capital","Seed Funding",2000000,Education
02/05/2018,OpenTap,Finance,"Online Lending Platform",Chennai,"Unknown High Net-Worth Individuals","Seed Funding",450000,Finance
02/05/2018,Bizongo,"Consumer Internet","Aggregator For Packaging Material",Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Equity,22000000,Other
03/05/2018,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others","Seed Funding",2500000,Technology
07/05/2018,PaisaDukan,"Consumer Internet","P2P Lending Platform",Mumbai,N/A,"Seed Funding",225000,Other
09/05/2018,i3sysytems,Technology,"AI product company For Health and Life Insurane Companies",Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala","Seed Funding",1000000,Technology
11/05/2018,EarthFood,"Consumer Internet","Agri tech",Pune,"Rairah Corporation","Seed Funding",949000,Other
14/05/2018,Nykaa,"Consumer Internet","Beauty e tailer",Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Equity,24000000,Other
16/05/2018,mfine,Healthcare,"Doctor Consultation App",Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Equity,4200000,Healthcare
21/05/2018,Rocketium,Technology,"Online Video Creation Platform",Bangalore,"Blume ventures","Seed Funding",300000,Technology
21/05/2018,MilkBasket,Technology,"Micro Delivery Grocery Startup",Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Equity,7000000,Technology
22/05/2018,Vola,Finance,"Micro Lending Platform",Bangalore,"Credika and unnamed angel investors","Seed Funding",500000,Finance
22/05/2018,Cashkumar,"Consumer Internet","P2P Lending Platform",Bangalore,LetsVenture,"Seed Funding",735000,Other
23/05/2018,Edyoo,"E Commerce","Products For Shoolgoing Children",Bangalore,"RS Shanbag","Seed Funding",735000,E-Commerce
23/05/2018,Aashiyaan,Finance,"Housing Finance For Low Income Families",Kolkata,"Insistor, Oikocredit","Seed Funding",2000000,Finance
24/05/2018,Smartivity,"Ed tech","Designer Of Toys and Learning Projects For Kids",Delhi,"Ashish Kacholi, S Chand Group","Seed Funding",2000000,Education
24/05/2018,Bonphulapl,"Clean tech","Oxygen Optimiser Manufacturer",Delhi,"Atul Gupta and Saurabh Rastogi","Seed Funding",293000,Technology
27/05/2018,Acko,"Consumer Internet","Online Insurance Platform",Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.","Seed Funding",12000000,Other
28/05/2018,HWell24,Healthcare,"Home Healthcare Aggregator",Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd","Seed Funding",200000,Healthcare
29/05/2018,Toffee,"Consumer Internet","Online Insurance Platform",Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs","Seed Funding",1500000,Other
29/05/2018,Tonetag,Technology,"Mobile Payments Technology Platform",Bangalore,"Amazon Inc. and Mastercard",Equity,8000000,Technology
30/05/2018,Stellaps,Technology,"Iot Application Platform In Agriculture",Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Equity,14000000,Technology
31/05/2018,Credright,"Consumer Internet","Lending Platform For SMEs",Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors","Seed Funding",1300000,Other
02/04/2018,Fitternity,"Consumer Internet","Online Fitness Discovey Platform",Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Equity,2000000,Other
02/04/2018,Synctag,Technology,"Social Media Anlaytics Platform",Coimbatore,"Subhkam Ventures and Mohit Khadaria","Seed Funding",307600,Technology
02/04/2018,Finzy,"Consumer Internet","Online Loan Matchmaking Platform",Bangalore,N/A,"Seed Funding",1300000,Other
04/04/2018,Varthana,Finance,"Loans and Services To Affordable Private Schools in India",Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Equity,55000000,Finance
05/04/2018,IndigoLearn,"Ed Tech","Online Education Platform",Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels","Seed Funding",150000,Education
05/04/2018,Vedantu,"Ed Tech","Interactive Online Tutoring Platform",Bangalore,"Accel Partners, Tiger Global And Others",Equity,10000000,Education
09/04/2018,Kaleidofin,Fiinance,"Digital Financial Services Platform",Chennai,"Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim","Seed Funding",2800000,Other
09/04/2018,Pipabella,"Consumer Internet","Fashion Accessories Etailer",Mumbai,"Fireside Ventures","Seed Funding",1000000,Other
09/04/2018,KrigerCampus,"Ed Tech","Mobile Based Education Network",Delhi,N/A,"Seed Funding",46140,Education
10/04/2018,TravelTriangle,"Consumer Internet","Online Travel Marketplace",Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Equity,12000000,Other
12/04/2018,Letsmd,Healthcare,"Platform To Discover Healthcare Financing Options",Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate","Seed Funding",1000000,Healthcare
12/04/2018,AyeFinance,Finance,"Online Lending Platform",Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt,4600000,Finance
13/04/2018,mintifi,Finance,"Online Lending Platform",Mumbai,"Lok Capital","Seed Funding",2000000,Finance
16/04/2018,icanstay,"Consumer Internet","Online Platform For Luxury Hotel Stay For Business Travelers",Delhi,"Mr. Manoj Prasad","Seed Funding",500000,Other
18/04/2018,Coverfox,"Consumer Internet","Online Insurance Aggregator",Mumbai,"International Finance Corporation, Transamerica and others.",Equity,22000000,Other
19/04/2018,FyleTechnologies,Technology,"AI Based Expense Management Platform",Bangalore,"Pravega Ventures and Beenext","Seed Funding",1100000,Technology
19/04/2018,TrueBalance,Technology,"Mobile Balance Checking App",Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Equity,23000000,Technology
22/04/2018,Doxper,Healthcare,"Digitized Health Tech Solutions For Practitioners",Mumbai,"Vidal Healthcare","Seed Funding",1900000,Healthcare
22/04/2018,Nykaa,"Consumer Internet","Beauty e tailer",Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Equity,11000000,Other
23/04/2018,Mihuru,Finance,"Online Platform Providing Micro Loans For Air Travel",Mumbai,N/A,"Seed Funding",150000,Finance
23/04/2018,CapitalFloat,Finance,"Online Lending Platform",Bangalore,Amazon,Equity,22000000,Finance
25/04/2018,Tripshelf,"Consumer Internet","Online Travel Marketplace",Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia","Seed Funding",246000,Other
26/04/2018,POPxo,Technology,"Women Focussed Digital Media Platform",Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Equity,5500000,Technology
27/04/2018,1mg,"Consumer Internet","Online Pharmacy Store",Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Equity,10000000,Other
30/04/2018,Samco,"Consumer Internet","Online Stock Broker",Mumbai,"Bay Capital Investments and Others",Equity,7500000,Other
30/04/2018,MyLoanCare,Finance,"B2C Online Loans Marketplace",Gurugram,"SAR Group","Seed Funding",978000,Finance
01/03/2018,Buddy4studdy,"Consumer Internet","Online Scholarship Portal",Noida,"CBA Capital and others",Equity,3000000,Other
01/03/2018,UrbanLadder,"E Commerce","Online Furniture Store",Bangalore,"Sequoia Capital, SAIF Partners and Kalaari capital",Equity,12000000,E-Commerce
03/03/2018,Kuvera,"Consumer Internet","Online Financial Planning",Bangalore,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani","Seed Funding",250000,Other
04/03/2018,Gramophone,Technology,"Agri tech",Indore,InfoEdge,"Seed Funding",1000000,Technology
05/03/2018,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Equity,2100000,Healthcare
05/03/2018,MedGenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bangalore,"HDFC Life, HDFC Asset Management",Equity,10000000,Healthcare
05/03/2018,FinovaCapital,"Consumer Internet","Online Lending",Jaipur,"Sequoia Capital",Equity,6000000,Other
05/03/2018,Hotelogix,Technology,"Cloud based Online Hotel Management Software",Noida,"Vertex Ventures, Accel Partners and Saama Capital",Equity,5000000,Technology
04/03/2018,Livehealth,"Consumer Internet","Health Service Aggregator Platform",Pune,"Nexus Venture Partners","Seed Funding",1100000,Other
06/03/2018,Ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,"Avendus Finance Pvt. Ltd",Debt,9700000,Technology
06/03/2018,Coverfox,"Consumer Internet","Online Insurance Aggregator",Mumbai,"Aegon NV",Equity,7600000,Other
08/03/2018,Pepperfry,"Consumer Internet","Online Furniture Shopping Store",Mumbai,"State Street Global Advisors",Equity,38400000,Other
08/03/2018,Magicpin,"Consumer Internet","Hyperlocal Discovery",Gurugram,"Trifecta Capital",Debt,1000000,Other
12/03/2018,HealthCare,"Consumer Internet","Healthcare Aggregator",Mumbai,"HR Fund","Seed Funding",1000000,Other
13/03/2018,PineLabs,Technology,"Digital Payment Platform",Mumbai,"Actis, Altimeter Capital",Equity,82000000,Technology
14/03/2018,AvailFinance,"Consumer Internet","Online Lending Platform",Bangalore,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Equity,17200000,Other
15/03/2018,Grofers,"Consumer Internet","Online Grocery Shop",Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Equity,62000000,Other
19/03/2018,Fingerlix,"Consumer Internet","Ready To cook Food Solution",Mumbai,"Alteria Capital",Debt,1310000,Other
19/03/2018,KarmaHealthcare,Healthcare,"Technology enabled equitable healthcare for India",Udaipur,"1Crowd, Ankur Capital","Seed Funding",500000,Healthcare
19/03/2018,Zappfresh,"Food & Beverages","Online Raw Meat E tailer",Gurugram,"Amit Burman, SIDBI Venture Capital","Seed Funding",3000000,"Food and Beverages"
19/03/2018,CustomerSucessBox,Technology,"Customer Success Software for B2B SaaS",Gurugram,"Pi Ventures, Axilor Ventures","Seed Funding",1000000,Technology
22/03/2018,Chargebee,Technology,"Subscription Billing & Recurring Payments Software",Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Equity,18000000,Technology
22/03/2018,i2iFunding,"Consumer Internet","Online loan platform",Noida,"SucSEED Venture Partners","Seed Funding",768000,Other
22/03/2018,SlangLabs,Technology,"Voice based assistant platform",Bangalore,"Endiya Partners","Seed Funding",1240000,Technology
26/03/2018,CashSuvidha,"Consumer Internet","Online loan platform",Delhi,"Initia Holdings,Vipin Agarwal and others.","Seed Funding",1000000,Other
28/03/2018,Roadcast,Technology,"Fleet management and asset monitoring platform",Delhi,N/A,Equity,250000,Technology
28/03/2018,Smartcoin,Finance,"Micro lending company",Bangalore,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.","Seed Funding",2000000,Finance
27/03/2018,ThePrint,Media,"News portal",Delhi,"Ratan Tata","Seed Funding",535000,Other
27/03/2018,DriveU,Technology,"Professional Car Drivers Hiring App",Bangalore,"Amit Singhal and Unitus Seed Fund",Equity,3000000,Technology
01/02/2018,BigBasket,"Consumer Internet","Online Grocery & Food Store",Bangalore,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Equity,300000000,Other
01/02/2018,Zomato,"Food and Beverages","Food Ordering and Restaurant Discovery",Gurugram,"Ant Financials",Equity,200000000,"Food and Beverages"
05/02/2018,Pratilipi,Publishing,"E Publishing",Bangalore,"Omidyar Network",Equity,4300000,Other
